id1,id2,survey1,survey2,question1,question2,similarity
Q00260,Q05561,SUSENAS,SUSENAS,Apakah rumah tangga dilakukan alat pertanian selama usaha Anda?,Apakah rumah tangga dialami alat pertanian selama usaha Anda?,0.9713213443756104
Q00260,Q08427,SUSENAS,Sensus Perumahan,Apakah rumah tangga dilakukan alat pertanian selama usaha Anda?,Apakah rumah tangga digunakan alat pertanian selama usaha Anda?,0.9682772755622864
Q00260,Q01258,SUSENAS,Survei UMKM,Apakah rumah tangga dilakukan alat pertanian selama usaha Anda?,Apakah rumah tangga diperoleh alat pertanian selama usaha Anda?,0.9647520780563354
Q00260,Q08503,SUSENAS,Sensus Perumahan,Apakah rumah tangga dilakukan alat pertanian selama usaha Anda?,Apakah rumah tangga dihasilkan alat pertanian selama usaha Anda?,0.9635858535766602
Q00260,Q07547,SUSENAS,Sakernas,Apakah rumah tangga dilakukan alat pertanian selama usaha Anda?,Apakah rumah tangga dicatat alat pertanian selama usaha Anda?,0.9545931220054626
Q00260,Q07746,SUSENAS,Sakernas,Apakah rumah tangga dilakukan alat pertanian selama usaha Anda?,Apakah rumah tangga tersedia alat pertanian selama usaha Anda?,0.9448884129524231
Q00260,Q04335,SUSENAS,Sensus Pertanian,Apakah rumah tangga dilakukan alat pertanian selama usaha Anda?,Apakah rumah tangga diterima alat pertanian selama usaha Anda?,0.9375265836715698
Q00261,Q00379,Sakernas,Survei UMKM,Apakah rumah tangga dihasilkan sumber penerangan selama rumah tangga ini?,Apakah rumah tangga dilakukan sumber penerangan selama rumah tangga ini?,0.9711752533912659
Q00261,Q07467,Sakernas,Sakernas,Apakah rumah tangga dihasilkan sumber penerangan selama rumah tangga ini?,Apakah rumah tangga dimiliki sumber penerangan selama rumah tangga ini?,0.9657176733016968
Q00261,Q00418,Sakernas,Sensus Pertanian,Apakah rumah tangga dihasilkan sumber penerangan selama rumah tangga ini?,Apakah rumah tangga dikelola sumber penerangan selama rumah tangga ini?,0.9566228985786438
Q00261,Q08679,Sakernas,Sakernas,Apakah rumah tangga dihasilkan sumber penerangan selama rumah tangga ini?,Apakah rumah tangga diperoleh sumber penerangan selama rumah tangga ini?,0.9478055238723755
Q00261,Q08593,Sakernas,Survei Industri,Apakah rumah tangga dihasilkan sumber penerangan selama rumah tangga ini?,Apakah rumah tangga digunakan sumber penerangan selama rumah tangga ini?,0.9372856616973877
Q00261,Q06816,Sakernas,Sensus Perumahan,Apakah rumah tangga dihasilkan sumber penerangan selama rumah tangga ini?,Apakah rumah tangga dihasilkan sumber penerangan selama lingkungan tempat tinggal?,0.9321224689483643
Q00261,Q04551,Sakernas,Survei Hortikultura,Apakah rumah tangga dihasilkan sumber penerangan selama rumah tangga ini?,Apakah rumah tangga dihasilkan pengeluaran rumah tangga selama rumah tangga ini?,0.930158257484436
Q00261,Q04205,Sakernas,Sensus Penduduk,Apakah rumah tangga dihasilkan sumber penerangan selama rumah tangga ini?,Apakah rumah tangga dialami hasil panen selama rumah tangga ini?,0.9264302849769592
Q00261,Q01321,Sakernas,Sensus Penduduk,Apakah rumah tangga dihasilkan sumber penerangan selama rumah tangga ini?,Apakah rumah tangga diterima sumber penerangan selama rumah tangga ini?,0.9233938455581665
Q00262,Q07344,Sakernas,Survei UMKM,Bisakah Anda menyebutkan volume produksi yang aktual terkait periode sebelumnya?,Bisakah Anda menyebutkan volume produksi yang utama terkait periode sebelumnya?,0.9761356711387634
Q00262,Q04675,Sakernas,SUSENAS,Bisakah Anda menyebutkan volume produksi yang aktual terkait periode sebelumnya?,Bisakah Anda menyebutkan volume produksi yang umum terkait periode sebelumnya?,0.9758509397506714
Q00262,Q01261,Sakernas,Sensus Penduduk,Bisakah Anda menyebutkan volume produksi yang aktual terkait periode sebelumnya?,Bisakah Anda menyebutkan volume produksi yang terkini terkait periode sebelumnya?,0.97495436668396
Q00262,Q02706,Sakernas,Sakernas,Bisakah Anda menyebutkan volume produksi yang aktual terkait periode sebelumnya?,Bisakah Anda menyebutkan volume produksi yang tercatat terkait periode sebelumnya?,0.9741760492324829
Q00262,Q04268,Sakernas,Survei Hortikultura,Bisakah Anda menyebutkan volume produksi yang aktual terkait periode sebelumnya?,Bisakah Anda menyebutkan volume produksi yang keseluruhan terkait periode sebelumnya?,0.9740758538246155
Q00262,Q01682,Sakernas,Sakernas,Bisakah Anda menyebutkan volume produksi yang aktual terkait periode sebelumnya?,Bisakah Anda menyebutkan volume produksi yang total terkait periode sebelumnya?,0.9693059325218201
Q00262,Q08189,Sakernas,Sensus Penduduk,Bisakah Anda menyebutkan volume produksi yang aktual terkait periode sebelumnya?,Mohon sebutkan volume produksi yang dicatat di periode sebelumnya.,0.9596498012542725
Q00262,Q08447,Sakernas,SUSENAS,Bisakah Anda menyebutkan volume produksi yang aktual terkait periode sebelumnya?,Bisakah Anda menyebutkan volume produksi yang perkiraan terkait periode sebelumnya?,0.9589247703552246
Q00262,Q01923,Sakernas,Sensus Pertanian,Bisakah Anda menyebutkan volume produksi yang aktual terkait periode sebelumnya?,Mohon sebutkan volume produksi yang dikelola di periode sebelumnya.,0.9540046453475952
Q00263,Q08622,Survei Hortikultura,Sensus Pertanian,Apakah rumah tangga dialami pengeluaran rumah tangga selama lingkungan tempat tinggal?,Apakah rumah tangga dimiliki pengeluaran rumah tangga selama lingkungan tempat tinggal?,0.9816524386405945
Q00263,Q03861,Survei Hortikultura,Survei UMKM,Apakah rumah tangga dialami pengeluaran rumah tangga selama lingkungan tempat tinggal?,Apakah rumah tangga dihasilkan pengeluaran rumah tangga selama lingkungan tempat tinggal?,0.9789687395095825
Q00263,Q05896,Survei Hortikultura,Survei Industri,Apakah rumah tangga dialami pengeluaran rumah tangga selama lingkungan tempat tinggal?,Apakah rumah tangga diperoleh pengeluaran rumah tangga selama lingkungan tempat tinggal?,0.9775416254997253
Q00263,Q04890,Survei Hortikultura,Survei Industri,Apakah rumah tangga dialami pengeluaran rumah tangga selama lingkungan tempat tinggal?,Apakah terdapat pengeluaran rumah tangga yang dialami dalam lingkungan tempat tinggal?,0.9724719524383545
Q00263,Q09713,Survei Hortikultura,Sakernas,Apakah rumah tangga dialami pengeluaran rumah tangga selama lingkungan tempat tinggal?,Apakah rumah tangga digunakan pengeluaran rumah tangga selama lingkungan tempat tinggal?,0.9680253863334656
Q00263,Q00863,Survei Hortikultura,Sensus Perumahan,Apakah rumah tangga dialami pengeluaran rumah tangga selama lingkungan tempat tinggal?,Apakah rumah tangga dicatat pengeluaran rumah tangga selama lingkungan tempat tinggal?,0.9603230953216553
Q00263,Q04181,Survei Hortikultura,Sensus Perumahan,Apakah rumah tangga dialami pengeluaran rumah tangga selama lingkungan tempat tinggal?,Apakah rumah tangga dialami pengeluaran rumah tangga selama rumah tangga ini?,0.9593572616577148
Q00263,Q09895,Survei Hortikultura,Survei Hortikultura,Apakah rumah tangga dialami pengeluaran rumah tangga selama lingkungan tempat tinggal?,Apakah rumah tangga diterima pengeluaran rumah tangga selama lingkungan tempat tinggal?,0.9518939256668091
Q00263,Q04760,Survei Hortikultura,Sakernas,Apakah rumah tangga dialami pengeluaran rumah tangga selama lingkungan tempat tinggal?,Apakah rumah tangga tersedia pengeluaran rumah tangga selama lingkungan tempat tinggal?,0.9494739174842834
Q00264,Q00730,Survei Hortikultura,Sensus Pertanian,Apa jenis jam kerja yang tersedia rumah tangga dalam rumah tangga ini?,Apa jenis jam kerja yang dicatat rumah tangga dalam rumah tangga ini?,0.9759975075721741
Q00264,Q08335,Survei Hortikultura,Survei Industri,Apa jenis jam kerja yang tersedia rumah tangga dalam rumah tangga ini?,Apa jenis jam kerja yang diterima rumah tangga dalam rumah tangga ini?,0.9751690626144409
Q00264,Q03697,Survei Hortikultura,Sensus Penduduk,Apa jenis jam kerja yang tersedia rumah tangga dalam rumah tangga ini?,Apa jenis jam kerja yang dimiliki rumah tangga dalam rumah tangga ini?,0.9715725779533386
Q00264,Q09507,Survei Hortikultura,Survei Industri,Apa jenis jam kerja yang tersedia rumah tangga dalam rumah tangga ini?,Apa jenis jam kerja yang tersedia rumah tangga dalam lingkungan tempat tinggal?,0.9609560370445251
Q00264,Q02932,Survei Hortikultura,Survei Hortikultura,Apa jenis jam kerja yang tersedia rumah tangga dalam rumah tangga ini?,Apa jenis jam kerja yang tersedia rumah tangga dalam usaha Anda?,0.9586211442947388
Q00264,Q05418,Survei Hortikultura,Sensus Perumahan,Apa jenis jam kerja yang tersedia rumah tangga dalam rumah tangga ini?,Apa jenis jam kerja yang dicatat rumah tangga dalam lingkungan tempat tinggal?,0.953486979007721
Q00264,Q01770,Survei Hortikultura,Sensus Pertanian,Apa jenis jam kerja yang tersedia rumah tangga dalam rumah tangga ini?,Apa jenis jam kerja yang dihasilkan rumah tangga dalam rumah tangga ini?,0.9532403945922852
Q00264,Q05388,Survei Hortikultura,SUSENAS,Apa jenis jam kerja yang tersedia rumah tangga dalam rumah tangga ini?,Apa jenis jam kerja yang dikelola rumah tangga dalam lingkungan tempat tinggal?,0.9512807130813599
Q00264,Q06118,Survei Hortikultura,Sensus Pertanian,Apa jenis jam kerja yang tersedia rumah tangga dalam rumah tangga ini?,Apa jenis jam kerja yang dimiliki rumah tangga dalam lingkungan tempat tinggal?,0.9490311145782471
Q00265,Q09282,Sensus Penduduk,Sakernas,Apa jenis lahan pertanian yang dialami rumah tangga dalam periode sebelumnya?,Apa jenis lahan pertanian yang dimiliki rumah tangga dalam periode sebelumnya?,0.987858235836029
Q00265,Q08302,Sensus Penduduk,Sensus Penduduk,Apa jenis lahan pertanian yang dialami rumah tangga dalam periode sebelumnya?,Apa jenis lahan pertanian yang dikelola rumah tangga dalam periode sebelumnya?,0.9871652722358704
Q00265,Q03193,Sensus Penduduk,SUSENAS,Apa jenis lahan pertanian yang dialami rumah tangga dalam periode sebelumnya?,Apa jenis lahan pertanian yang dicatat rumah tangga dalam periode sebelumnya?,0.9843056797981262
Q00265,Q04055,Sensus Penduduk,Survei Hortikultura,Apa jenis lahan pertanian yang dialami rumah tangga dalam periode sebelumnya?,Apa jenis lahan pertanian yang tersedia rumah tangga dalam periode sebelumnya?,0.981182336807251
Q00265,Q06868,Sensus Penduduk,Sensus Penduduk,Apa jenis lahan pertanian yang dialami rumah tangga dalam periode sebelumnya?,Apa jenis lahan pertanian yang diperoleh rumah tangga dalam periode sebelumnya?,0.9803358316421509
Q00265,Q00957,Sensus Penduduk,Sakernas,Apa jenis lahan pertanian yang dialami rumah tangga dalam periode sebelumnya?,Apa jenis lahan pertanian yang diterima rumah tangga dalam periode sebelumnya?,0.9782607555389404
Q00265,Q07041,Sensus Penduduk,Survei Industri,Apa jenis lahan pertanian yang dialami rumah tangga dalam periode sebelumnya?,Apa jenis lahan pertanian yang digunakan rumah tangga dalam periode sebelumnya?,0.9737945199012756
Q00265,Q00584,Sensus Penduduk,Sensus Penduduk,Apa jenis lahan pertanian yang dialami rumah tangga dalam periode sebelumnya?,Apakah rumah tangga dimiliki lahan pertanian selama periode sebelumnya?,0.9376403093338013
Q00266,Q03094,Survei Industri,Sensus Penduduk,Berapa terkini jumlah sumber air minum dalam wilayah ini ini?,Berapa tercatat jumlah sumber air minum dalam wilayah ini ini?,0.9803087711334229
Q00266,Q05602,Survei Industri,Survei Hortikultura,Berapa terkini jumlah sumber air minum dalam wilayah ini ini?,Berapa umum jumlah sumber air minum dalam wilayah ini ini?,0.9688720107078552
Q00266,Q04497,Survei Industri,Sensus Pertanian,Berapa terkini jumlah sumber air minum dalam wilayah ini ini?,Berapa perkiraan jumlah sumber air minum dalam wilayah ini ini?,0.968174934387207
Q00266,Q09783,Survei Industri,Sensus Penduduk,Berapa terkini jumlah sumber air minum dalam wilayah ini ini?,Berapa total jumlah sumber air minum dalam wilayah ini ini?,0.9675248861312866
Q00266,Q02429,Survei Industri,Survei UMKM,Berapa terkini jumlah sumber air minum dalam wilayah ini ini?,Berapa estimasi sumber air minum yang dikelola pada wilayah ini tersebut?,0.9568032622337341
Q00266,Q03630,Survei Industri,Sensus Penduduk,Berapa terkini jumlah sumber air minum dalam wilayah ini ini?,Berapa estimasi sumber air minum yang dialami pada wilayah ini tersebut?,0.95641028881073
Q00266,Q02253,Survei Industri,Sakernas,Berapa terkini jumlah sumber air minum dalam wilayah ini ini?,Berapa estimasi sumber air minum yang digunakan pada wilayah ini tersebut?,0.9552728533744812
Q00266,Q08645,Survei Industri,Sakernas,Berapa terkini jumlah sumber air minum dalam wilayah ini ini?,Berapa rata-rata jumlah sumber air minum dalam wilayah ini ini?,0.9552329778671265
Q00267,Q09302,Sensus Pertanian,Sensus Pertanian,Seberapa banyak kegiatan usaha yang dihasilkan pada lingkungan tempat tinggal?,Seberapa banyak kegiatan usaha yang dikelola pada lingkungan tempat tinggal?,0.9787701964378357
Q00267,Q01539,Sensus Pertanian,Sensus Perumahan,Seberapa banyak kegiatan usaha yang dihasilkan pada lingkungan tempat tinggal?,Seberapa banyak kegiatan usaha yang dimiliki pada lingkungan tempat tinggal?,0.9763773083686829
Q00267,Q01052,Sensus Pertanian,Sakernas,Seberapa banyak kegiatan usaha yang dihasilkan pada lingkungan tempat tinggal?,Seberapa banyak kegiatan usaha yang dialami pada lingkungan tempat tinggal?,0.9650442004203796
Q00267,Q08887,Sensus Pertanian,Survei Hortikultura,Seberapa banyak kegiatan usaha yang dihasilkan pada lingkungan tempat tinggal?,Seberapa banyak kegiatan usaha yang dilakukan pada lingkungan tempat tinggal?,0.9649867415428162
Q00267,Q03368,Sensus Pertanian,Sensus Penduduk,Seberapa banyak kegiatan usaha yang dihasilkan pada lingkungan tempat tinggal?,Berapa utama jumlah kegiatan usaha dalam lingkungan tempat tinggal ini?,0.9578841924667358
Q00267,Q00640,Sensus Pertanian,Sensus Penduduk,Seberapa banyak kegiatan usaha yang dihasilkan pada lingkungan tempat tinggal?,Berapa umum jumlah kegiatan usaha dalam lingkungan tempat tinggal ini?,0.9515188336372375
Q00267,Q09899,Sensus Pertanian,Sakernas,Seberapa banyak kegiatan usaha yang dihasilkan pada lingkungan tempat tinggal?,Seberapa banyak kegiatan usaha yang diterima pada lingkungan tempat tinggal?,0.9491802453994751
Q00267,Q07322,Sensus Pertanian,Sensus Penduduk,Seberapa banyak kegiatan usaha yang dihasilkan pada lingkungan tempat tinggal?,Berapa total jumlah kegiatan usaha dalam lingkungan tempat tinggal ini?,0.9488356113433838
Q00267,Q06489,Sensus Pertanian,Sensus Perumahan,Seberapa banyak kegiatan usaha yang dihasilkan pada lingkungan tempat tinggal?,Berapa aktual jumlah kegiatan usaha dalam lingkungan tempat tinggal ini?,0.9413567781448364
Q00268,Q01070,Survei UMKM,Sensus Penduduk,Apa jenis hasil panen yang dihasilkan rumah tangga dalam musim panen terakhir?,Apa jenis hasil panen yang dikelola rumah tangga dalam musim panen terakhir?,0.9791530966758728
Q00268,Q07161,Survei UMKM,SUSENAS,Apa jenis hasil panen yang dihasilkan rumah tangga dalam musim panen terakhir?,Apa jenis hasil panen yang dicatat rumah tangga dalam musim panen terakhir?,0.9591910243034363
Q00268,Q05448,Survei UMKM,Sensus Perumahan,Apa jenis hasil panen yang dihasilkan rumah tangga dalam musim panen terakhir?,Apa jenis hasil panen yang diperoleh rumah tangga dalam musim panen terakhir?,0.9591789245605469
Q00268,Q05870,Survei UMKM,Survei Industri,Apa jenis hasil panen yang dihasilkan rumah tangga dalam musim panen terakhir?,Apa jenis hasil panen yang digunakan rumah tangga dalam musim panen terakhir?,0.9508513808250427
Q00268,Q03202,Survei UMKM,Survei Hortikultura,Apa jenis hasil panen yang dihasilkan rumah tangga dalam musim panen terakhir?,Apa jenis hasil panen yang diterima rumah tangga dalam musim panen terakhir?,0.9409745931625366
Q00268,Q09008,Survei UMKM,SUSENAS,Apa jenis hasil panen yang dihasilkan rumah tangga dalam musim panen terakhir?,Apa jenis hasil panen yang tersedia rumah tangga dalam musim panen terakhir?,0.9352678060531616
Q00268,Q03451,Survei UMKM,Sensus Penduduk,Apa jenis hasil panen yang dihasilkan rumah tangga dalam musim panen terakhir?,Apa jenis hasil panen yang dihasilkan rumah tangga dalam bulan lalu?,0.9127448201179504
Q00268,Q00871,Survei UMKM,Survei Hortikultura,Apa jenis hasil panen yang dihasilkan rumah tangga dalam musim panen terakhir?,Apa jenis sumber penerangan yang dihasilkan rumah tangga dalam musim panen terakhir?,0.9056675434112549
Q00268,Q07539,Survei UMKM,SUSENAS,Apa jenis hasil panen yang dihasilkan rumah tangga dalam musim panen terakhir?,Apa jenis hasil panen yang dilakukan rumah tangga dalam bulan lalu?,0.9008517265319824
Q00269,Q06309,Sensus Pertanian,Sensus Penduduk,Bagaimana kondisi pengeluaran rumah tangga yang dialami di seminggu terakhir?,Bagaimana kondisi pengeluaran rumah tangga yang dilakukan di seminggu terakhir?,0.9918766617774963
Q00269,Q04451,Sensus Pertanian,Sensus Perumahan,Bagaimana kondisi pengeluaran rumah tangga yang dialami di seminggu terakhir?,Bagaimana kondisi pengeluaran rumah tangga yang diperoleh di seminggu terakhir?,0.9855799078941345
Q00269,Q07296,Sensus Pertanian,Sensus Perumahan,Bagaimana kondisi pengeluaran rumah tangga yang dialami di seminggu terakhir?,Bagaimana kondisi pengeluaran rumah tangga yang digunakan di seminggu terakhir?,0.9850462079048157
Q00269,Q06045,Sensus Pertanian,Sensus Perumahan,Bagaimana kondisi pengeluaran rumah tangga yang dialami di seminggu terakhir?,Bagaimana kondisi pengeluaran rumah tangga yang tersedia di seminggu terakhir?,0.9788024425506592
Q00269,Q02060,Sensus Pertanian,Sensus Perumahan,Bagaimana kondisi pengeluaran rumah tangga yang dialami di seminggu terakhir?,Apa jenis pengeluaran rumah tangga yang dialami rumah tangga dalam seminggu terakhir?,0.9559409618377686
Q00269,Q01825,Sensus Pertanian,Sensus Perumahan,Bagaimana kondisi pengeluaran rumah tangga yang dialami di seminggu terakhir?,Apa jenis pengeluaran rumah tangga yang dikelola rumah tangga dalam seminggu terakhir?,0.9418388605117798
Q00269,Q08186,Sensus Pertanian,SUSENAS,Bagaimana kondisi pengeluaran rumah tangga yang dialami di seminggu terakhir?,Apa jenis pengeluaran rumah tangga yang dilakukan rumah tangga dalam seminggu terakhir?,0.9340906739234924
Q00270,Q03397,Survei Hortikultura,Survei UMKM,Apakah rumah tangga dicatat pengeluaran rumah tangga selama wilayah ini?,Apakah rumah tangga dialami pengeluaran rumah tangga selama wilayah ini?,0.9711300730705261
Q00270,Q09660,Survei Hortikultura,Sakernas,Apakah rumah tangga dicatat pengeluaran rumah tangga selama wilayah ini?,Apakah rumah tangga dilakukan pengeluaran rumah tangga selama wilayah ini?,0.9704615473747253
Q00270,Q07049,Survei Hortikultura,Sensus Perumahan,Apakah rumah tangga dicatat pengeluaran rumah tangga selama wilayah ini?,Apakah rumah tangga dimiliki pengeluaran rumah tangga selama wilayah ini?,0.9658417105674744
Q00270,Q09983,Survei Hortikultura,Survei Industri,Apakah rumah tangga dicatat pengeluaran rumah tangga selama wilayah ini?,Apakah rumah tangga dikelola pengeluaran rumah tangga selama wilayah ini?,0.9643312096595764
Q00270,Q07951,Survei Hortikultura,Sakernas,Apakah rumah tangga dicatat pengeluaran rumah tangga selama wilayah ini?,Apakah rumah tangga digunakan pengeluaran rumah tangga selama wilayah ini?,0.9579559564590454
Q00270,Q06451,Survei Hortikultura,Survei UMKM,Apakah rumah tangga dicatat pengeluaran rumah tangga selama wilayah ini?,Apakah rumah tangga diterima pengeluaran rumah tangga selama wilayah ini?,0.9538908004760742
Q00270,Q09803,Survei Hortikultura,Sensus Penduduk,Apakah rumah tangga dicatat pengeluaran rumah tangga selama wilayah ini?,Apakah rumah tangga diperoleh pengeluaran rumah tangga selama wilayah ini?,0.9519586563110352
Q00270,Q08114,Survei Hortikultura,Sakernas,Apakah rumah tangga dicatat pengeluaran rumah tangga selama wilayah ini?,Apakah rumah tangga dihasilkan pengeluaran rumah tangga selama wilayah ini?,0.9511911869049072
Q00270,Q04272,Survei Hortikultura,Sensus Perumahan,Apakah rumah tangga dicatat pengeluaran rumah tangga selama wilayah ini?,Apakah terdapat pengeluaran rumah tangga yang dialami dalam wilayah ini?,0.9421999454498291
Q00271,Q02658,Survei Industri,Sensus Pertanian,Apa jenis aset usaha yang dilakukan rumah tangga dalam aktivitas sehari-hari?,Apa jenis aset usaha yang tersedia rumah tangga dalam aktivitas sehari-hari?,0.9623745679855347
Q00271,Q09021,Survei Industri,Sakernas,Apa jenis aset usaha yang dilakukan rumah tangga dalam aktivitas sehari-hari?,Apa jenis aset usaha yang digunakan rumah tangga dalam aktivitas sehari-hari?,0.959342896938324
Q00271,Q06986,Survei Industri,Sensus Penduduk,Apa jenis aset usaha yang dilakukan rumah tangga dalam aktivitas sehari-hari?,Apa jenis aset usaha yang dihasilkan rumah tangga dalam aktivitas sehari-hari?,0.9577456116676331
Q00271,Q09177,Survei Industri,Sensus Pertanian,Apa jenis aset usaha yang dilakukan rumah tangga dalam aktivitas sehari-hari?,Apa jenis aset usaha yang diterima rumah tangga dalam aktivitas sehari-hari?,0.9564037322998047
Q00271,Q03937,Survei Industri,SUSENAS,Apa jenis aset usaha yang dilakukan rumah tangga dalam aktivitas sehari-hari?,Apa jenis aset usaha yang dikelola rumah tangga dalam aktivitas sehari-hari?,0.9534388780593872
Q00271,Q03452,Survei Industri,Survei Hortikultura,Apa jenis aset usaha yang dilakukan rumah tangga dalam aktivitas sehari-hari?,Apa jenis aset usaha yang dimiliki rumah tangga dalam aktivitas sehari-hari?,0.9496250152587891
Q00271,Q03031,Survei Industri,Sensus Penduduk,Apa jenis aset usaha yang dilakukan rumah tangga dalam aktivitas sehari-hari?,Apa jenis kegiatan usaha yang diperoleh rumah tangga dalam aktivitas sehari-hari?,0.9010934829711914
Q00271,Q04465,Survei Industri,Survei Hortikultura,Apa jenis aset usaha yang dilakukan rumah tangga dalam aktivitas sehari-hari?,Apa jenis aset usaha yang dilakukan rumah tangga dalam lingkungan tempat tinggal?,0.887902557849884
Q00271,Q01432,Survei Industri,Survei Industri,Apa jenis aset usaha yang dilakukan rumah tangga dalam aktivitas sehari-hari?,Apa jenis sumber penerangan yang dilakukan rumah tangga dalam aktivitas sehari-hari?,0.8878058195114136
Q00272,Q04326,Survei UMKM,Survei Industri,Berapa perkiraan jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,Berapa total jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,0.9875715970993042
Q00272,Q01802,Survei UMKM,SUSENAS,Berapa perkiraan jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,Berapa umum jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,0.9871807098388672
Q00272,Q02628,Survei UMKM,Sensus Penduduk,Berapa perkiraan jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,Berapa utama jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,0.985400378704071
Q00272,Q01119,Survei UMKM,Sensus Pertanian,Berapa perkiraan jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,Berapa estimasi pengeluaran rumah tangga yang dikelola pada musim panen terakhir tersebut?,0.9816033840179443
Q00272,Q05059,Survei UMKM,Sensus Pertanian,Berapa perkiraan jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,Berapa rata-rata jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,0.9784932732582092
Q00272,Q00610,Survei UMKM,Sensus Penduduk,Berapa perkiraan jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,Berapa tercatat jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,0.978310227394104
Q00272,Q01577,Survei UMKM,Survei UMKM,Berapa perkiraan jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,Berapa estimasi pengeluaran rumah tangga yang dilakukan pada musim panen terakhir tersebut?,0.977210283279419
Q00272,Q02480,Survei UMKM,Sensus Pertanian,Berapa perkiraan jumlah pengeluaran rumah tangga dalam musim panen terakhir ini?,Berapa estimasi pengeluaran rumah tangga yang dicatat pada musim panen terakhir tersebut?,0.9764222502708435
Q00273,Q03242,Survei UMKM,Sensus Pertanian,Apa jenis kendaraan rumah tangga yang diterima rumah tangga dalam aktivitas sehari-hari?,Apa jenis kendaraan rumah tangga yang diperoleh rumah tangga dalam aktivitas sehari-hari?,0.9793352484703064
Q00273,Q09820,Survei UMKM,Sakernas,Apa jenis kendaraan rumah tangga yang diterima rumah tangga dalam aktivitas sehari-hari?,Apa jenis kendaraan rumah tangga yang tersedia rumah tangga dalam aktivitas sehari-hari?,0.977251410484314
Q00273,Q03843,Survei UMKM,Sensus Penduduk,Apa jenis kendaraan rumah tangga yang diterima rumah tangga dalam aktivitas sehari-hari?,Apa jenis kendaraan rumah tangga yang dicatat rumah tangga dalam aktivitas sehari-hari?,0.9765788912773132
Q00273,Q04089,Survei UMKM,Survei UMKM,Apa jenis kendaraan rumah tangga yang diterima rumah tangga dalam aktivitas sehari-hari?,Apa jenis kendaraan rumah tangga yang dialami rumah tangga dalam aktivitas sehari-hari?,0.9655060172080994
Q00273,Q07695,Survei UMKM,Sensus Penduduk,Apa jenis kendaraan rumah tangga yang diterima rumah tangga dalam aktivitas sehari-hari?,Apa jenis kendaraan rumah tangga yang dikelola rumah tangga dalam aktivitas sehari-hari?,0.9642710089683533
Q00273,Q08108,Survei UMKM,Sakernas,Apa jenis kendaraan rumah tangga yang diterima rumah tangga dalam aktivitas sehari-hari?,Apa jenis kendaraan rumah tangga yang digunakan rumah tangga dalam aktivitas sehari-hari?,0.9636551141738892
Q00273,Q09113,Survei UMKM,SUSENAS,Apa jenis kendaraan rumah tangga yang diterima rumah tangga dalam aktivitas sehari-hari?,Apa jenis kendaraan rumah tangga yang dilakukan rumah tangga dalam aktivitas sehari-hari?,0.9634262919425964
Q00273,Q09085,Survei UMKM,Sensus Pertanian,Apa jenis kendaraan rumah tangga yang diterima rumah tangga dalam aktivitas sehari-hari?,Mohon sebutkan kendaraan rumah tangga yang diterima di aktivitas sehari-hari.,0.9322996139526367
Q00273,Q03959,Survei UMKM,Sakernas,Apa jenis kendaraan rumah tangga yang diterima rumah tangga dalam aktivitas sehari-hari?,Apa jenis kendaraan rumah tangga yang dihasilkan rumah tangga dalam aktivitas sehari-hari?,0.9313186407089233
Q00274,Q06029,Sensus Perumahan,Survei Hortikultura,Sejauh mana jam kerja digunakan untuk periode sebelumnya?,Mohon sebutkan jam kerja yang digunakan di periode sebelumnya.,0.947284460067749
Q00274,Q02569,Sensus Perumahan,Sensus Pertanian,Sejauh mana jam kerja digunakan untuk periode sebelumnya?,Apakah terdapat jam kerja yang diperoleh dalam periode sebelumnya?,0.9426854848861694
Q00274,Q06538,Sensus Perumahan,Survei Hortikultura,Sejauh mana jam kerja digunakan untuk periode sebelumnya?,Seberapa banyak jam kerja yang digunakan pada periode sebelumnya?,0.9395630359649658
Q00274,Q03682,Sensus Perumahan,SUSENAS,Sejauh mana jam kerja digunakan untuk periode sebelumnya?,Berapa estimasi jam kerja yang digunakan pada periode sebelumnya tersebut?,0.9378485083580017
Q00274,Q06923,Sensus Perumahan,Survei Industri,Sejauh mana jam kerja digunakan untuk periode sebelumnya?,Mohon sebutkan jam kerja yang dihasilkan di periode sebelumnya.,0.9375921487808228
Q00274,Q01296,Sensus Perumahan,Sensus Penduduk,Sejauh mana jam kerja digunakan untuk periode sebelumnya?,Mohon sebutkan jam kerja yang dimiliki di periode sebelumnya.,0.9371423721313477
Q00274,Q09933,Sensus Perumahan,Survei UMKM,Sejauh mana jam kerja digunakan untuk periode sebelumnya?,Seberapa banyak jam kerja yang dicatat pada periode sebelumnya?,0.9370192289352417
